source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,hardness_mgL,nitrate_mgL,TDS_mgL,risk_percent
rooftop_rainwater,8.281,25.934,4.546,0.728,1,7.846,Winter,8.003,28.694,6,20.91,0.381,10.0,28.932
community_tank,0.058,25.495,7.162,0.753,12,4.746,Winter,8.507,20.957,3,143.13,5.432,386.94,18.715
shallow_well,5.609,26.831,5.661,0.192,4,32.356,Summer,7.817,61.541,10,193.45,13.197,520.36,82.174
rooftop_rainwater,5.241,25.964,9.272,0.912,12,16.4,Winter,6.648,30.732,3,15.8,0.582,117.49,40.724
open_catchment,1.21,22.786,7.754,0.414,1,8.469,Winter,7.227,6.19,3,62.1,6.204,78.12,0.0
reservoir,11.274,27.169,7.1,0.011,10,15.765,Autumn,0.599,14.377,9,66.84,13.793,267.84,100.0
river,12.11,27.683,7.399,0.668,4,71.861,Summer,6.098,14.199,43,70.59,10.487,224.13,89.327
river,12.762,21.743,7.969,0.604,7,19.953,Monsoon,7.424,39.683,12,114.15,23.715,332.71,57.301
shallow_well,13.037,27.642,8.789,0.126,8,69.115,Monsoon,6.426,2.659,17,154.12,12.485,403.83,58.845
community_tank,0.001,24.149,6.254,0.96,3,46.408,Summer,7.935,8.148,13,138.27,2.879,336.31,22.034
spring,30.774,26.838,5.978,0.562,3,34.782,Summer,6.514,12.184,5,154.78,2.441,317.09,21.969
canal,16.831,25.456,7.622,0.469,10,29.463,Autumn,7.801,0.085,24,38.26,3.902,276.02,37.341
community_tank,23.432,24.484,9.353,0.398,5,57.986,Summer,7.666,2.214,17,81.77,1.768,296.54,27.025
spring,0.158,26.618,4.957,0.21,11,39.686,Autumn,8.054,14.59,12,152.17,2.281,303.12,23.714
river,27.16,24.001,7.599,0.953,6,35.955,Monsoon,7.787,8.949,8,64.42,14.091,236.81,17.48
piped_protected,16.596,28.241,8.936,0.702,3,4.592,Summer,7.32,4.187,5,87.42,2.967,173.95,2.756
open_catchment,18.154,28.734,7.923,0.568,6,21.824,Monsoon,6.485,2.938,6,56.94,3.484,211.05,33.526
shallow_well,0.979,23.359,7.498,0.631,10,6.602,Autumn,8.461,19.708,4,188.47,36.172,472.56,21.582
open_catchment,13.424,24.498,7.811,0.84,12,10.314,Winter,6.255,9.623,26,78.19,13.495,311.11,52.856
pond,32.168,23.878,9.705,0.636,7,80.434,Monsoon,6.734,4.765,4,113.58,21.183,332.33,22.197
pond,11.349,26.126,8.192,0.115,6,25.359,Monsoon,7.118,5.861,28,77.36,35.255,536.77,68.067
reservoir,8.453,28.93,4.673,0.697,6,152.711,Monsoon,6.737,20.129,6,58.69,11.444,229.78,49.276
community_tank,29.119,19.997,6.873,0.565,2,60.522,Winter,6.568,6.571,19,94.47,4.452,314.71,36.813
river,5.851,20.745,7.131,0.966,11,15.058,Autumn,8.106,6.987,3,128.28,6.377,310.93,8.559
river,9.145,24.749,8.539,0.734,4,19.702,Summer,6.616,10.157,34,84.27,8.044,257.21,58.613
canal,6.469,25.558,7.125,0.344,1,55.867,Winter,8.537,0.867,23,50.76,18.14,350.63,48.316
canal,27.008,22.176,7.024,0.135,10,50.563,Autumn,7.54,17.852,13,61.92,15.601,335.58,48.28
canal,0.791,25.542,7.064,0.482,5,76.62,Summer,6.423,1.321,26,62.28,2.285,128.13,53.618
piped_protected,6.954,22.777,7.36,0.679,10,3.665,Autumn,9.998,30.439,10,101.52,1.918,125.2,59.273
rooftop_rainwater,11.614,23.66,6.86,0.177,3,6.428,Summer,7.012,10.922,1,21.71,0.309,17.57,10.465
deep_borehole,15.698,28.809,6.371,0.649,3,16.274,Summer,7.898,39.753,3,252.97,14.571,630.94,42.274
rooftop_rainwater,8.747,23.971,6.778,0.826,4,57.072,Summer,5.815,7.208,1,6.54,0.633,10.0,29.658
open_catchment,23.96,23.918,7.458,0.157,12,64.773,Winter,7.426,57.374,1,39.91,84.919,960.69,97.847
rooftop_rainwater,28.472,25.395,7.931,0.706,9,2.091,Monsoon,8.388,13.175,7,34.52,0.161,141.19,18.887
piped_protected,0.665,28.277,11.105,0.068,11,12.466,Autumn,5.831,1.844,38,129.41,4.37,298.29,79.529
reservoir,5.148,24.871,5.006,0.008,6,51.349,Monsoon,9.408,11.58,6,84.76,2.104,39.54,55.849
open_catchment,0.237,23.325,7.881,0.033,10,10.873,Autumn,7.092,0.753,35,27.34,26.769,269.96,74.763
rooftop_rainwater,3.996,26.737,9.214,0.632,11,39.098,Autumn,6.85,8.119,23,20.01,0.203,13.1,39.024
piped_protected,7.697,27.438,5.84,0.973,8,47.058,Monsoon,7.242,15.654,2,80.8,4.637,261.53,12.993
deep_borehole,24.168,28.434,8.027,0.771,11,18.368,Autumn,7.507,2.027,22,215.26,4.52,449.62,24.711
rooftop_rainwater,18.744,24.893,6.453,0.254,12,32.332,Winter,7.129,2.512,3,19.52,0.299,29.4,9.705
piped_protected,1.364,26.426,6.225,0.072,5,26.377,Summer,8.588,20.114,1,35.46,2.935,103.37,31.203
canal,0.976,27.371,5.9,0.617,6,49.865,Monsoon,7.833,4.448,2,124.74,4.708,266.9,6.456
river,8.898,25.546,6.864,0.003,3,24.206,Summer,7.043,26.962,8,92.53,21.704,236.87,47.732
canal,7.595,28.958,6.808,0.793,11,5.22,Autumn,6.935,13.336,10,102.58,21.974,321.7,18.876
river,3.098,26.954,8.13,0.243,11,53.204,Autumn,6.17,11.078,1,88.55,3.505,200.4,17.901
shallow_well,22.971,30.649,4.834,0.299,11,29.702,Autumn,7.048,7.035,13,163.94,6.448,309.35,21.812
shallow_well,26.223,27.753,8.275,0.344,7,52.832,Monsoon,8.028,44.685,1,141.63,1.036,283.69,51.883
shallow_well,5.152,19.22,8.242,0.764,12,13.382,Winter,6.014,13.712,11,220.95,21.372,489.32,33.107
deep_borehole,22.1,23.805,7.463,0.266,11,23.564,Autumn,5.995,1.14,1,149.92,3.256,336.7,14.641
canal,4.844,20.146,10.432,0.284,11,18.641,Autumn,9.24,7.346,4,79.69,3.37,111.65,28.573
river,13.349,23.084,8.85,0.541,9,75.296,Monsoon,6.548,1.834,22,47.64,0.514,118.21,49.734
piped_protected,6.462,23.886,6.249,0.463,9,59.806,Monsoon,6.863,18.572,33,141.29,12.513,254.18,59.713
open_catchment,1.308,27.606,5.216,0.956,7,137.296,Monsoon,7.122,4.027,1,53.06,2.29,184.3,23.313
piped_protected,26.302,23.681,5.968,0.263,3,27.478,Summer,6.074,0.231,18,115.08,117.736,1359.19,65.368
open_catchment,6.053,29.183,6.128,0.092,5,9.08,Summer,8.183,72.362,10,23.28,6.95,71.17,100.0
pond,13.261,22.994,4.258,0.541,10,11.1,Autumn,4.454,8.943,28,106.46,33.36,334.92,84.663
piped_protected,4.576,24.135,7.741,0.185,9,76.272,Monsoon,7.503,0.497,5,82.49,6.067,290.54,18.606
rooftop_rainwater,0.191,21.281,5.029,0.414,11,114.714,Autumn,9.854,8.495,12,16.92,0.951,65.04,64.095
rooftop_rainwater,1.059,29.334,7.35,0.187,9,8.494,Monsoon,9.174,4.465,1,24.46,1.141,201.56,40.101
community_tank,6.856,29.735,8.407,0.881,3,18.834,Summer,7.005,18.136,4,93.47,1.25,204.48,18.517
canal,11.711,24.604,9.099,0.327,5,10.389,Summer,7.315,0.108,7,60.63,11.255,317.4,8.729
open_catchment,4.076,20.558,6.623,0.775,1,225.049,Winter,6.662,2.062,6,39.07,10.196,185.69,58.145
open_catchment,11.89,24.375,5.926,0.949,7,45.226,Monsoon,6.186,6.114,15,67.22,41.06,355.38,62.102
reservoir,11.994,25.696,9.005,0.941,2,13.068,Winter,9.067,7.075,2,71.88,3.035,108.7,19.413
canal,12.172,23.095,9.26,0.525,10,12.396,Autumn,7.882,9.367,1,58.45,9.066,109.73,7.115
deep_borehole,6.783,32.053,8.024,0.983,10,130.641,Autumn,6.596,6.101,1,235.9,4.238,358.24,18.326
community_tank,24.638,30.476,5.962,0.656,6,58.405,Monsoon,5.811,7.121,1,97.07,4.958,255.71,23.879
deep_borehole,6.718,19.754,5.025,0.128,10,31.916,Autumn,7.58,9.284,4,237.75,5.015,489.92,18.54
deep_borehole,5.983,21.539,8.674,0.888,12,20.236,Winter,6.341,37.706,25,269.82,7.206,492.63,74.767
deep_borehole,2.224,26.376,6.908,0.469,6,20.757,Monsoon,6.895,10.477,12,213.88,2.876,437.02,20.94
canal,3.677,21.784,8.86,0.153,7,8.004,Monsoon,7.463,7.877,5,26.33,2.809,10.0,13.908
deep_borehole,0.433,25.549,6.002,0.791,3,15.424,Summer,8.668,0.686,3,232.2,9.824,572.85,5.982
rooftop_rainwater,10.039,25.032,8.663,0.624,8,19.707,Monsoon,7.647,2.271,14,22.07,0.902,167.39,26.308
reservoir,2.857,24.881,9.111,0.882,5,27.01,Summer,7.431,19.814,12,74.19,3.474,279.44,24.084
reservoir,3.626,28.056,6.637,0.827,10,28.526,Autumn,8.526,44.561,10,120.23,1.552,262.36,62.604
shallow_well,14.732,30.422,7.463,0.32,4,79.972,Summer,7.264,6.773,21,93.85,16.43,289.57,39.424
pond,3.963,26.188,5.258,0.256,11,15.096,Autumn,5.402,45.778,10,67.43,7.67,152.32,75.502
open_catchment,2.773,21.364,5.296,0.734,12,124.605,Winter,7.401,5.569,5,61.11,6.358,175.61,22.293
open_catchment,1.852,25.432,7.476,0.573,9,27.472,Monsoon,3.257,42.546,14,48.81,37.132,595.49,100.0
pond,14.91,23.248,6.19,0.07,9,44.158,Monsoon,7.253,13.159,3,52.06,44.409,578.76,55.226
canal,1.389,30.977,7.361,0.182,2,87.595,Winter,6.912,0.409,10,60.8,0.281,53.29,31.556
piped_protected,6.047,27.079,7.246,0.151,1,53.063,Winter,2.984,1.139,1,99.82,2.441,304.47,65.177
canal,7.071,26.208,7.979,0.59,3,65.196,Summer,6.36,54.604,6,55.12,3.3,122.24,82.757
open_catchment,11.628,26.949,7.795,0.086,10,17.413,Autumn,8.335,5.099,1,63.71,5.632,195.94,27.183
open_catchment,10.032,24.885,8.381,0.208,8,26.69,Monsoon,6.913,0.197,34,32.4,35.724,329.76,71.141
pond,16.645,28.756,7.341,0.545,4,64.755,Summer,7.826,1.14,2,63.98,11.339,244.97,19.444
deep_borehole,0.458,23.287,7.461,0.133,5,66.236,Summer,7.893,10.565,4,236.16,6.063,446.17,26.786
canal,3.516,27.88,6.997,0.248,5,37.425,Summer,7.104,3.632,4,40.32,12.687,178.81,12.942
river,3.287,29.776,8.575,0.907,11,64.255,Autumn,7.663,19.641,4,75.73,1.194,105.45,20.968
pond,1.578,22.558,9.761,0.697,2,14.139,Winter,6.192,30.204,6,100.12,30.855,515.42,46.478
rooftop_rainwater,3.413,26.013,8.124,0.307,1,61.383,Winter,8.23,6.306,4,9.72,3.695,58.48,22.735
open_catchment,3.707,26.25,7.746,0.877,8,79.23,Monsoon,6.278,16.657,5,42.99,4.245,104.82,37.962
pond,7.379,21.776,6.674,0.25,10,31.866,Autumn,7.22,18.072,4,106.38,35.086,441.03,25.877
canal,10.898,20.893,7.364,0.589,12,37.856,Winter,7.591,8.978,38,17.16,1.124,61.56,59.255
open_catchment,4.798,22.252,6.408,0.368,5,4.499,Summer,6.573,4.208,4,71.87,6.58,183.86,16.238
piped_protected,12.711,24.844,6.076,0.752,2,125.962,Winter,11.96,19.854,4,91.91,0.661,184.74,75.761
pond,4.097,26.257,6.706,0.372,7,44.91,Monsoon,8.298,0.73,5,84.13,8.64,237.9,14.445
community_tank,3.429,23.891,9.684,0.249,2,56.83,Winter,7.799,1.207,10,168.0,4.253,433.67,8.979
open_catchment,7.791,30.792,6.873,0.608,6,44.399,Monsoon,11.289,1.743,36,57.21,13.166,296.23,100.0
canal,0.24,28.079,9.435,0.745,9,50.386,Monsoon,6.384,5.359,9,69.36,7.265,79.77,29.585
shallow_well,0.832,26.358,5.542,0.536,4,46.941,Summer,7.352,4.958,42,139.94,44.409,764.83,79.046
river,5.412,23.709,7.208,0.716,5,138.547,Summer,6.762,5.354,5,67.3,24.991,418.7,35.95
spring,28.632,25.209,8.081,0.422,1,376.901,Winter,7.142,1.434,26,155.89,0.673,277.57,100.0
deep_borehole,12.784,28.305,8.158,0.795,1,94.216,Winter,10.264,7.647,5,211.03,7.371,449.13,46.982
spring,0.923,27.76,5.376,0.585,9,110.583,Monsoon,7.726,9.245,10,179.84,0.899,252.11,24.392
canal,18.729,27.728,5.176,0.196,5,20.594,Summer,7.536,29.929,1,51.64,9.779,206.29,31.854
rooftop_rainwater,13.179,24.089,7.929,0.891,12,25.824,Winter,5.908,37.065,1,27.95,0.694,156.78,56.308
rooftop_rainwater,9.44,23.431,6.17,0.837,11,46.022,Autumn,6.129,5.668,3,11.26,2.131,10.0,24.032
shallow_well,17.164,20.718,7.952,0.964,3,54.55,Summer,8.709,45.6,1,94.22,30.489,386.27,63.066
deep_borehole,5.177,26.586,9.154,0.569,2,46.473,Winter,7.276,9.035,6,192.97,0.931,304.94,14.234
community_tank,2.504,20.444,6.016,0.676,10,12.471,Autumn,11.95,25.702,6,121.82,8.11,307.49,72.267
shallow_well,7.175,24.953,6.217,0.864,7,21.212,Monsoon,7.855,0.09,31,98.36,5.773,141.02,39.727
reservoir,7.959,23.739,3.961,0.053,4,22.33,Summer,7.975,1.206,2,98.59,2.172,172.71,22.689
spring,7.729,25.667,8.202,0.912,3,50.712,Summer,8.861,7.74,7,148.56,1.155,336.31,21.18
shallow_well,8.326,28.497,10.196,0.271,2,23.384,Winter,7.075,7.048,4,184.24,45.027,668.09,23.654
spring,29.702,29.061,5.13,0.057,11,26.254,Autumn,7.299,8.695,1,139.3,0.906,243.33,20.602
open_catchment,23.253,27.107,8.866,0.238,11,24.718,Autumn,8.529,4.302,2,34.23,10.514,226.12,21.968
rooftop_rainwater,20.852,22.707,9.003,0.586,11,59.697,Autumn,6.095,11.99,21,24.17,0.333,82.6,57.555
open_catchment,16.165,24.933,8.176,0.048,10,105.798,Autumn,7.025,18.813,6,68.15,27.016,409.11,50.658
river,28.722,22.379,6.092,0.001,10,14.651,Autumn,8.463,2.027,15,71.62,12.413,189.95,58.06
reservoir,1.037,23.037,6.635,0.639,4,68.292,Summer,7.385,11.078,6,79.1,11.887,290.36,23.67
deep_borehole,3.081,26.447,7.829,0.453,9,13.205,Monsoon,5.965,3.781,25,228.54,8.587,455.86,46.114
community_tank,6.833,22.077,7.785,0.844,10,61.184,Autumn,6.142,30.455,13,161.51,25.333,600.4,62.39
spring,18.743,23.637,6.624,0.258,7,9.322,Monsoon,8.118,33.484,5,204.93,3.436,388.38,28.48
community_tank,7.035,21.791,7.691,0.281,1,126.591,Winter,7.372,17.395,20,166.07,19.788,435.46,41.776
spring,13.785,26.975,6.458,0.078,3,24.501,Summer,4.682,2.555,1,145.66,2.086,339.05,50.272
canal,1.496,23.918,6.831,0.539,12,39.715,Winter,8.225,42.522,1,51.55,22.385,400.83,53.181
shallow_well,2.909,18.351,6.696,0.366,5,35.915,Summer,8.406,18.836,9,173.25,22.179,483.32,32.981
river,13.159,29.901,8.642,0.34,7,123.762,Monsoon,6.341,1.515,14,73.39,4.642,195.1,46.945
rooftop_rainwater,1.8,28.04,4.857,0.458,5,16.784,Summer,6.113,12.171,10,16.49,1.297,18.46,34.997
spring,4.329,18.954,7.975,0.85,9,30.406,Monsoon,8.721,13.483,11,151.91,4.338,426.09,39.92
community_tank,3.077,27.204,7.539,0.105,7,37.44,Monsoon,9.556,12.555,4,101.6,43.045,523.86,68.891
river,4.306,29.568,3.596,0.524,12,84.366,Winter,6.657,10.725,22,77.27,20.806,278.81,47.819
piped_protected,12.321,24.441,8.307,0.196,1,15.206,Winter,6.888,1.01,36,115.82,18.089,314.87,56.613
piped_protected,4.586,25.447,8.494,0.212,6,4.134,Monsoon,9.419,3.058,5,85.94,2.743,271.54,32.874
open_catchment,8.103,24.044,6.392,0.257,2,10.446,Winter,6.598,37.705,6,52.5,17.2,367.19,51.872
rooftop_rainwater,1.053,26.559,7.727,0.459,6,65.793,Monsoon,7.487,20.668,7,18.05,1.094,78.89,27.743
canal,16.348,28.1,7.401,0.494,3,34.585,Summer,7.374,11.686,3,18.7,4.626,90.01,17.859
community_tank,4.619,21.427,10.348,0.872,12,29.951,Winter,6.192,12.31,2,96.15,13.655,310.88,24.872
shallow_well,10.456,22.882,7.754,0.892,2,13.989,Winter,7.034,4.971,16,205.96,30.26,534.73,31.061
shallow_well,12.924,25.305,7.159,0.587,3,34.37,Summer,6.046,5.467,10,121.55,4.811,365.52,29.322
community_tank,2.353,25.931,8.642,0.281,11,53.131,Autumn,8.508,1.944,2,148.71,5.008,231.89,14.956
deep_borehole,21.6,26.222,9.412,0.818,10,28.549,Autumn,10.588,36.947,7,244.28,1.676,479.59,67.718
canal,9.577,24.422,10.108,0.793,4,116.327,Summer,7.499,14.943,56,85.48,7.155,74.49,91.008
river,5.599,22.354,6.104,0.798,1,74.114,Winter,6.587,4.383,8,100.29,3.358,283.58,30.871
spring,2.013,27.956,7.645,0.016,4,28.168,Summer,6.274,17.463,25,138.78,2.307,205.08,66.925
deep_borehole,28.525,21.335,6.068,0.754,6,63.618,Monsoon,7.113,26.801,19,166.15,3.039,262.56,49.774
spring,14.068,23.523,10.482,0.853,5,34.348,Summer,8.081,16.899,2,135.35,1.116,321.93,16.838
spring,2.332,25.053,7.071,0.605,5,43.487,Summer,6.811,4.576,6,148.64,5.26,199.11,15.429
deep_borehole,4.121,26.455,8.436,0.751,9,25.537,Monsoon,6.487,3.443,9,204.24,1.137,464.15,18.395
open_catchment,16.59,24.124,6.752,0.776,9,38.302,Monsoon,7.081,1.586,11,45.74,3.828,120.7,23.661
piped_protected,11.897,27.259,7.749,0.507,9,7.548,Monsoon,6.351,7.199,4,114.78,10.258,359.16,17.23
spring,14.515,28.752,4.291,0.814,7,14.663,Monsoon,8.057,36.414,1,199.65,1.157,347.61,40.66
deep_borehole,5.82,23.132,8.56,0.792,10,103.683,Autumn,7.109,3.115,4,210.48,10.566,415.19,11.948
deep_borehole,12.605,26.175,8.954,0.916,9,23.37,Monsoon,7.003,9.168,9,257.95,9.556,545.2,15.172
reservoir,4.886,25.739,6.111,0.921,12,11.439,Winter,7.337,0.14,5,47.67,9.906,40.62,0.0
pond,2.373,23.977,4.285,0.53,8,166.699,Monsoon,7.861,26.0,5,96.23,7.892,188.42,55.39
open_catchment,10.015,19.281,9.224,0.031,8,23.937,Monsoon,7.05,13.596,19,38.44,7.061,99.07,63.395
rooftop_rainwater,37.303,26.063,9.034,0.019,5,54.514,Summer,4.543,5.41,6,25.3,0.197,10.0,70.255
pond,3.719,26.392,8.187,0.939,9,19.392,Monsoon,8.053,1.917,35,57.87,13.269,253.07,48.817
pond,6.18,28.262,6.722,0.337,8,80.251,Monsoon,6.823,13.926,2,142.05,6.109,378.1,27.611
community_tank,11.209,23.995,6.58,0.378,7,32.245,Monsoon,8.248,10.766,1,100.26,11.143,331.79,10.022
piped_protected,7.798,22.999,9.001,0.47,8,6.322,Monsoon,7.401,57.563,3,82.01,3.341,229.75,68.155
deep_borehole,18.542,22.256,6.519,0.266,9,252.59,Monsoon,7.461,8.87,1,302.03,0.386,489.16,48.031
piped_protected,14.344,16.005,7.236,0.59,7,18.062,Monsoon,10.51,2.41,3,106.15,5.457,300.77,44.671
canal,0.601,23.786,6.992,0.785,9,23.491,Monsoon,7.328,26.324,8,64.36,6.277,202.84,22.94
community_tank,64.511,33.299,7.492,0.257,8,9.84,Monsoon,6.745,31.499,3,97.86,4.424,257.83,38.403
rooftop_rainwater,13.96,28.813,6.839,0.743,2,5.642,Winter,6.48,1.52,18,21.18,1.516,92.07,39.336
piped_protected,19.944,22.023,7.015,0.672,3,95.258,Summer,7.115,24.556,5,67.13,3.182,195.57,28.17
shallow_well,10.533,23.456,9.687,0.526,6,39.417,Monsoon,7.713,4.241,6,160.25,23.637,593.56,15.534
spring,19.399,23.437,7.787,0.325,6,4.964,Monsoon,7.909,10.82,1,126.09,2.002,270.76,0.241
canal,1.192,29.196,7.574,0.873,7,22.129,Monsoon,7.592,12.589,4,57.56,15.982,226.68,16.27
open_catchment,4.273,31.674,8.233,0.403,2,46.651,Winter,5.578,31.555,2,30.32,2.75,76.23,60.062
rooftop_rainwater,20.909,25.269,5.322,0.375,12,58.335,Winter,8.756,2.404,3,22.71,2.692,112.07,23.51
canal,2.252,25.791,8.526,0.641,1,13.469,Winter,9.42,0.278,11,53.51,3.935,101.22,29.839
spring,0.815,26.561,7.454,0.92,11,19.369,Autumn,9.354,12.716,5,158.64,2.021,268.7,32.429
community_tank,15.517,24.952,6.074,0.508,12,16.502,Winter,6.991,13.907,1,151.41,10.147,278.95,4.561
spring,18.048,25.846,6.856,0.723,5,22.16,Summer,6.848,47.064,4,144.48,11.229,452.42,45.98
pond,1.775,25.145,7.8,0.457,11,40.086,Autumn,8.249,1.474,21,103.38,6.08,216.58,33.686
spring,19.265,26.434,7.129,0.219,2,71.823,Winter,8.821,7.334,5,120.13,7.95,271.7,23.761
pond,11.608,18.995,8.629,0.124,9,40.461,Monsoon,7.042,17.386,9,84.73,0.946,246.2,50.477
community_tank,7.341,23.562,5.873,0.136,3,41.746,Summer,7.968,11.367,7,138.01,1.123,302.6,28.609
river,17.734,21.45,5.312,0.021,12,26.532,Winter,8.917,43.108,37,95.33,4.413,173.2,100.0
pond,5.434,27.07,5.857,0.553,2,10.206,Winter,7.91,1.3,4,83.66,39.864,399.05,17.203
open_catchment,2.157,22.643,6.385,0.131,12,27.793,Winter,7.093,2.213,13,65.96,21.989,322.47,36.227
spring,3.353,20.305,7.201,0.866,12,21.11,Winter,7.118,13.333,10,130.88,1.49,307.94,21.964
spring,7.035,19.635,6.503,0.983,7,16.328,Monsoon,6.64,13.876,10,115.13,4.983,234.46,16.295
open_catchment,7.579,26.348,5.219,0.496,6,32.628,Monsoon,7.555,8.772,17,67.08,3.851,138.11,27.182
shallow_well,16.377,22.214,4.97,0.45,8,7.03,Monsoon,6.99,18.87,2,144.32,70.913,1019.45,40.474
deep_borehole,15.671,24.585,5.082,0.348,9,20.304,Monsoon,5.607,5.703,19,268.15,0.494,454.87,42.194
river,8.708,29.749,6.567,0.638,3,16.307,Summer,6.784,4.481,2,80.7,13.887,228.38,8.447
rooftop_rainwater,15.177,26.126,5.783,0.608,8,14.075,Monsoon,7.638,2.912,11,18.6,0.595,136.21,26.286
pond,2.129,23.47,6.424,0.343,4,56.976,Summer,8.143,13.06,3,100.87,3.019,130.74,9.44
open_catchment,0.514,21.475,8.991,0.343,2,36.273,Winter,6.186,22.845,11,94.93,6.549,339.25,41.736
community_tank,20.686,26.305,5.245,0.645,4,51.057,Summer,8.884,0.425,2,128.12,11.917,310.96,16.259
pond,0.786,24.613,7.449,0.555,4,49.024,Summer,7.121,2.451,13,94.59,5.132,146.79,20.583
deep_borehole,2.833,26.736,5.223,0.719,8,12.212,Monsoon,6.667,26.814,4,208.92,7.271,389.39,23.157
community_tank,11.885,17.849,4.998,0.941,10,95.01,Autumn,7.082,0.312,11,97.91,6.816,166.02,26.017
canal,5.267,28.412,7.557,0.78,8,20.069,Monsoon,8.432,0.634,8,36.36,4.877,128.94,21.836
spring,20.9,19.862,8.012,0.304,7,98.455,Monsoon,7.714,10.133,3,173.88,3.404,500.85,20.747
canal,3.538,23.548,8.184,0.759,4,22.02,Summer,9.907,6.402,8,69.29,11.589,265.8,35.812
pond,0.119,29.17,8.666,0.45,2,9.262,Winter,7.547,20.566,2,109.46,21.033,450.36,12.479
deep_borehole,3.576,18.299,6.734,0.778,1,11.484,Winter,7.616,14.79,49,230.77,6.193,621.29,73.078
river,8.629,24.74,7.412,0.887,11,82.247,Autumn,6.238,2.905,10,89.87,27.715,416.08,36.28
pond,4.715,24.176,6.422,0.25,2,55.02,Winter,7.625,5.776,8,84.41,23.026,430.44,18.677
open_catchment,7.654,24.914,8.939,0.239,2,15.408,Winter,6.455,1.271,26,45.89,12.587,255.16,57.774
piped_protected,20.923,26.069,5.633,0.433,3,39.823,Summer,7.877,1.387,4,70.53,6.22,247.59,9.219
pond,24.359,25.045,7.751,0.052,10,84.16,Autumn,8.095,55.858,3,63.22,8.024,116.73,89.747
spring,3.092,20.98,5.402,0.686,5,162.069,Summer,7.969,0.556,11,132.23,0.389,180.43,30.063
spring,6.202,25.292,7.165,0.75,1,37.309,Winter,8.289,2.805,24,167.01,0.292,267.36,40.34
pond,7.966,24.945,4.59,0.345,5,44.141,Summer,7.356,7.083,11,55.46,15.305,302.81,28.906
community_tank,29.781,24.819,7.34,0.465,7,27.326,Monsoon,7.145,12.534,1,51.79,1.188,100.69,6.863
piped_protected,65.837,31.258,9.961,0.59,12,32.497,Winter,8.335,42.881,20,71.86,0.165,216.52,72.865
open_catchment,2.684,29.012,6.162,0.074,1,56.721,Winter,8.227,6.891,4,48.69,5.595,287.09,45.995
pond,12.982,30.481,6.636,0.711,4,11.102,Summer,8.347,2.866,21,32.44,24.771,243.56,52.394
community_tank,4.749,26.032,8.3,0.527,11,61.111,Autumn,7.728,9.408,40,83.56,8.839,359.37,62.206
spring,0.081,30.356,7.067,0.624,2,21.903,Winter,9.003,20.663,11,188.96,3.681,405.75,36.189
spring,0.093,22.432,8.833,0.724,8,15.538,Monsoon,8.504,4.207,4,120.49,1.991,189.36,10.151
deep_borehole,6.172,23.922,7.59,0.676,2,15.593,Winter,8.807,2.594,3,201.29,0.329,456.92,11.405
pond,6.701,23.26,8.313,0.095,1,212.874,Winter,6.13,17.592,13,25.57,2.782,115.95,98.347
piped_protected,0.228,23.512,4.033,0.783,2,116.402,Winter,6.582,10.295,1,139.22,2.103,183.04,29.485
shallow_well,11.613,25.124,7.138,0.61,10,13.755,Autumn,7.46,16.111,11,165.66,7.955,356.36,20.804
piped_protected,3.481,25.612,5.338,0.715,4,41.935,Summer,5.725,6.358,4,112.24,1.909,197.91,20.67
spring,8.207,26.293,6.408,0.262,5,40.28,Summer,4.656,23.536,1,125.32,0.353,172.6,51.124
spring,3.58,30.234,7.648,0.221,2,179.854,Winter,6.575,7.741,11,153.73,2.372,319.26,52.267
canal,1.829,20.426,6.656,0.826,4,20.809,Summer,8.12,14.992,9,68.98,17.71,348.12,29.254
spring,5.229,21.384,5.824,0.39,7,3.82,Monsoon,6.343,6.758,8,175.13,1.815,283.48,15.02
open_catchment,2.643,17.674,8.881,0.575,5,28.473,Summer,8.025,11.771,3,33.21,8.179,206.48,23.709
rooftop_rainwater,7.653,22.474,8.511,0.552,8,24.533,Monsoon,7.549,11.671,25,15.81,1.251,10.0,39.662
pond,2.217,23.667,4.942,0.585,10,50.43,Autumn,6.644,22.378,1,86.35,16.15,321.32,20.465
piped_protected,7.101,22.905,8.144,0.07,9,75.206,Monsoon,8.208,1.449,2,107.72,2.779,306.83,32.189
rooftop_rainwater,1.712,21.583,7.255,0.302,1,99.958,Winter,5.612,3.585,5,19.97,0.098,31.94,38.441
community_tank,11.116,25.267,7.354,0.066,1,96.782,Winter,8.279,4.846,5,76.33,21.709,238.22,41.238
shallow_well,14.022,23.84,9.333,0.48,3,61.082,Summer,10.77,9.906,2,210.05,30.024,755.0,62.102
open_catchment,1.17,22.346,7.232,0.902,8,91.078,Monsoon,9.274,33.452,41,27.2,8.723,10.0,100.0
reservoir,6.307,25.453,8.071,0.389,1,8.467,Winter,8.08,22.464,44,96.32,0.876,225.26,69.781
piped_protected,0.735,23.28,7.321,0.782,10,24.895,Autumn,8.937,25.464,15,94.8,0.613,286.86,43.123
rooftop_rainwater,9.118,28.47,7.329,0.287,2,32.287,Winter,8.583,5.907,4,11.0,0.391,10.0,15.492
